geoid,year,housing_starts_total,housing_starts_total_source,housing_completions,housing_completions_source
5350412.19,2023,0,official,,
5350412.19,2024,0,official,,
5350412.20,2018,0,official,14,official
5350412.20,2019,0,official,0,official
5350412.20,2020,0,official,0,official
5350412.20,2021,0,official,0,official
5350412.20,2022,0,official,0,official
5350412.20,2023,0,official,,
5350412.20,2024,0,official,,
5350412.21,2018,0,official,0,official
5350412.21,2019,0,official,0,official
5350412.21,2020,0,official,0,official
5350412.21,2021,0,official,0,official
5350412.21,2022,0,official,0,official
5350412.21,2023,0,official,,
5350412.21,2024,0,official,,
5350412.22,2018,28,official,29,official
5350412.22,2019,0,official,6,official
5350412.22,2020,0,official,18,official
5350412.22,2021,0,official,6,official
5350412.22,2022,67,official,0,official
5350412.22,2023,16,official,,
5350412.22,2024,28,official,,
5350412.24,2018,0,official,61,official
5350412.24,2019,0,official,138,official
5350412.24,2020,0,official,7,official
5350412.24,2021,0,official,0,official
5350412.24,2022,1,official,0,official
5350412.24,2023,0,official,,
5350412.24,2024,2,official,,
5350412.25,2018,0,official,0,official
5350412.25,2019,0,official,0,official
5350412.25,2020,0,official,0,official
5350412.25,2021,0,official,0,official
5350412.25,2022,0,official,0,official
5350412.25,2023,0,official,,
5350412.25,2024,0,official,,
5350412.26,2018,0,official,0,official
5350412.26,2019,0,official,0,official
5350412.26,2020,23,official,0,official
5350412.26,2021,0,official,9,official
5350412.26,2022,0,official,14,official
5350412.26,2023,0,official,,
5350412.26,2024,0,official,,
5350413.01,2018,321,official,455,official
5350413.01,2019,162,official,267,official
5350413.01,2020,446,official,217,official
5350413.01,2021,512,official,315,official
5350413.01,2022,381,official,354,official
5350413.01,2023,184,official,,
5350413.01,2024,136,official,,
5350413.02,2018,70,official,425,official
5350413.02,2019,37,official,26,official
5350413.02,2020,108,official,55,official
5350413.02,2021,126,official,97,official
5350413.02,2022,32,official,123,official
5350413.02,2023,901,official,,
5350413.02,2024,10,official,,
5350420.03,2018,54,official,18,official
5350420.03,2019,145,official,5,official
5350420.03,2020,114,official,47,official
5350420.03,2021,176,official,136,official
5350420.03,2022,17,official,140,official
5350420.03,2023,90,official,,
5350420.03,2024,6,official,,
5350420.05,2018,311,official,1,official
5350420.05,2019,0,official,187,official
5350420.05,2020,0,official,169,official
5350420.05,2021,0,official,0,official
5350420.05,2022,0,official,0,official
5350420.05,2023,0,official,,
5350420.05,2024,0,official,,
5350420.06,2018,0,official,10,official
5350420.06,2019,0,official,28,official
5350420.06,2020,0,official,0,official
5350420.06,2021,0,official,0,official
5350420.06,2022,0,official,0,official
5350420.06,2023,0,official,,
5350420.06,2024,0,official,,
5350420.08,2018,3,official,5,official
5350420.08,2019,16,official,2,official
5350420.08,2020,6,official,0,official
5350420.08,2021,3,official,9,official
5350420.08,2022,5,official,2,official
5350420.08,2023,5,official,,
5350420.08,2024,2,official,,
5350420.09,2018,0,official,0,official
5350420.09,2019,0,official,0,official
5350420.09,2020,0,official,0,official
5350420.09,2021,18,official,0,official
5350420.09,2022,0,official,0,official
5350420.09,2023,0,official,,
5350420.09,2024,1,official,,
5350420.10,2018,0,official,7,official
5350420.10,2019,0,official,0,official
5350420.10,2020,0,official,0,official
5350420.10,2021,2,official,0,official
5350420.10,2022,0,official,1,official
5350420.10,2023,0,official,,
5350420.10,2024,252,official,,
5350420.11,2018,0,official,0,official
5350420.11,2019,0,official,0,official
5350420.11,2020,0,official,0,official
5350420.11,2021,0,official,0,official
5350420.11,2022,1,official,0,official
5350420.11,2023,0,official,,
5350420.11,2024,0,official,,
5350420.13,2018,0,official,428,official
5350420.13,2019,202,official,0,official
5350420.13,2020,228,official,0,official
5350420.13,2021,575,official,202,official
5350420.13,2022,0,official,232,official
5350420.13,2023,0,official,,
5350420.13,2024,0,official,,
5350420.14,2018,0,official,926,official
5350420.14,2019,30,official,0,official
5350420.14,2020,80,official,0,official
5350420.14,2021,0,official,104,official
5350420.14,2022,0,official,0,official
5350420.14,2023,0,official,,
5350420.14,2024,0,official,,
5350420.15,2018,3,official,10,official
5350420.15,2019,0,official,6,official
5350420.15,2020,3,official,0,official
5350420.15,2021,3,official,1,official
5350420.15,2022,0,official,6,official
5350420.15,2023,14,official,,
5350420.15,2024,2,official,,
5350421.01,2018,11,official,59,official
5350421.01,2019,32,official,10,official
5350421.01,2020,385,official,14,official
5350421.01,2021,213,official,14,official
5350421.01,2022,15,official,379,official
5350421.01,2023,7,official,,
5350421.01,2024,22,official,,
5350421.04,2018,1,official,0,official
5350421.04,2019,0,official,1,official
5350421.04,2020,1,official,0,official
5350421.04,2021,0,official,0,official
5350421.04,2022,0,official,1,official
5350421.04,2023,0,official,,
5350421.04,2024,0,official,,
5350421.05,2018,2,official,0,official
5350421.05,2019,0,official,1,official
5350421.05,2020,0,official,0,official
5350421.05,2021,1,official,1,official
5350421.05,2022,2,official,0,official
5350421.05,2023,1,official,,
5350421.05,2024,1,official,,
5350421.06,2018,0,official,1,official
5350421.06,2019,1,official,190,official
5350421.06,2020,0,official,1,official
5350421.06,2021,2,official,0,official
5350421.06,2022,13,official,0,official
5350421.06,2023,3,official,,
5350421.06,2024,0,official,,
5350421.07,2018,26,official,3,official
5350421.07,2019,1,official,22,official
5350421.07,2020,5,official,16,official
5350421.07,2021,1,official,3,official
5350421.07,2022,2,official,0,official
5350421.07,2023,7,official,,
5350421.07,2024,3,official,,
5350422.02,2018,3,official,1,official
5350422.02,2019,1,official,2,official
5350422.02,2020,0,official,1,official
5350422.02,2021,0,official,0,official
5350422.02,2022,2,official,1,official
5350422.02,2023,0,official,,
5350422.02,2024,4,official,,
5350422.03,2018,7,official,0,official
5350422.03,2019,0,official,0,official
5350422.03,2020,0,official,0,official
5350422.03,2021,23,official,23,official
5350422.03,2022,274,official,0,official
5350422.03,2023,0,official,,
5350422.03,2024,0,official,,
5350422.04,2018,0,official,0,official
5350422.04,2019,0,official,0,official
5350422.04,2020,0,official,0,official
5350422.04,2021,0,official,0,official
5350422.04,2022,0,official,0,official
5350422.04,2023,0,official,,
5350422.04,2024,0,official,,
5350422.05,2018,0,official,1,official
5350422.05,2019,0,official,0,official
5350422.05,2020,0,official,0,official
5350422.05,2021,0,official,0,official
5350422.05,2022,0,official,0,official
5350422.05,2023,0,official,,
5350422.05,2024,0,official,,
5350422.06,2018,7,official,4,official
5350422.06,2019,4,official,6,official
5350422.06,2020,5,official,3,official
5350422.06,2021,4,official,7,official
5350422.06,2022,6,official,0,official
5350422.06,2023,4,official,,
5350422.06,2024,1,official,,
5350423.01,2018,3,official,8,official
5350423.01,2019,4,official,1,official
5350423.01,2020,2,official,1,official
5350423.01,2021,4,official,2,official
5350423.01,2022,92,official,4,official
5350423.01,2023,2,official,,
5350423.01,2024,6,official,,
5350423.02,2018,74,official,45,official
5350423.02,2019,20,official,41,official
5350423.02,2020,5,official,11,official
5350423.02,2021,19,official,6,official
5350423.02,2022,29,official,15,official
5350423.02,2023,4,official,,
5350423.02,2024,2,official,,
5350424.04,2018,0,official,70,official
5350424.04,2019,0,official,0,official
5350424.04,2020,0,official,0,official
5350424.04,2021,1,official,0,official
5350424.04,2022,0,official,0,official
5350424.04,2023,0,official,,
5350424.04,2024,0,official,,
5350424.05,2018,0,official,0,official
5350424.05,2019,0,official,0,official
5350424.05,2020,0,official,0,official
5350424.05,2021,0,official,0,official
5350424.05,2022,0,official,0,official
5350424.05,2023,0,official,,
5350424.05,2024,0,official,,
5350424.07,2018,5,official,13,official
5350424.07,2019,3,official,4,official
5350424.07,2020,0,official,1,official
5350424.07,2021,0,official,2,official
5350424.07,2022,0,official,0,official
5350424.07,2023,0,official,,
5350424.07,2024,0,official,,
5350424.08,2018,22,official,3,official
5350424.08,2019,0,official,7,official
5350424.08,2020,128,official,10,official
5350424.08,2021,1,official,128,official
5350424.08,2022,3,official,0,official
5350424.08,2023,2,official,,
5350424.08,2024,3,official,,
5350424.09,2018,48,official,20,official
5350424.09,2019,146,official,93,official
5350424.09,2020,115,official,128,official
5350424.09,2021,44,official,66,official
5350424.09,2022,170,official,44,official
5350424.09,2023,71,official,,
5350424.09,2024,94,official,,
5350424.10,2018,45,official,2,official
5350424.10,2019,2,official,46,official
5350424.10,2020,1,official,1,official
5350424.10,2021,1,official,0,official
5350424.10,2022,1,official,2,official
5350424.10,2023,2,official,,
5350424.10,2024,0,official,,
5350424.11,2018,147,official,57,official
5350424.11,2019,14,official,120,official
5350424.11,2020,12,official,20,official
5350424.11,2021,59,official,11,official
5350424.11,2022,9,official,49,official
5350424.11,2023,50,official,,
5350424.11,2024,5,official,,
5350424.13,2018,298,official,68,official
5350424.13,2019,320,official,348,official
5350424.13,2020,256,official,154,official
5350424.13,2021,423,official,223,official
5350424.13,2022,511,official,239,official
5350424.13,2023,415,official,,
5350424.13,2024,387,official,,
5350424.14,2018,1,official,0,official
5350424.14,2019,2,official,1,official
5350424.14,2020,1,official,2,official
5350424.14,2021,110,official,0,official
5350424.14,2022,32,official,0,official
5350424.14,2023,0,official,,
5350424.14,2024,0,official,,
5350424.15,2018,1,official,2,official
5350424.15,2019,1,official,179,official
5350424.15,2020,1,official,0,official
5350424.15,2021,26,official,3,official
5350424.15,2022,134,official,2,official
5350424.15,2023,10,official,,
5350424.15,2024,15,official,,
5350424.16,2018,0,official,2,official
5350424.16,2019,0,official,0,official
5350424.16,2020,0,official,0,official
5350424.16,2021,0,official,0,official
5350424.16,2022,52,official,0,official
5350424.16,2023,24,official,,
5350424.16,2024,1,official,,
5350430.03,2018,14,official,67,official
5350430.03,2019,5,official,3,official
5350430.03,2020,2,official,5,official
5350430.03,2021,1,official,2,official
5350430.03,2022,2,official,3,official
5350430.03,2023,3,official,,
5350430.03,2024,4,official,,
5350430.05,2018,7,official,2,official
5350430.05,2019,0,official,73,official
5350430.05,2020,4,official,2,official
5350430.05,2021,63,official,2,official
5350430.05,2022,131,official,53,official
5350430.05,2023,5,official,,
5350430.05,2024,1,official,,
5350430.06,2018,0,official,0,official
5350430.06,2019,0,official,0,official
5350430.06,2020,271,official,2,official
5350430.06,2021,155,official,376,official
5350430.06,2022,143,official,70,official
5350430.06,2023,383,official,,
5350430.06,2024,1,official,,
5350430.07,2018,68,official,236,official
5350430.07,2019,123,official,5,official
5350430.07,2020,105,official,347,official
5350430.07,2021,21,official,47,official
5350430.07,2022,67,official,109,official
5350430.07,2023,114,official,,
5350430.07,2024,4,official,,
5350430.08,2018,0,official,1,official
5350430.08,2019,3,official,1,official
5350430.08,2020,248,official,2,official
5350430.08,2021,0,official,0,official
5350430.08,2022,0,official,248,official
5350430.08,2023,156,official,,
5350430.08,2024,1,official,,
5350431.01,2018,31,official,14,official
5350431.01,2019,13,official,29,official
5350431.01,2020,5,official,21,official
5350431.01,2021,77,official,0,official
5350431.01,2022,79,official,6,official
5350431.01,2023,46,official,,
5350431.01,2024,16,official,,
5350431.02,2018,5,official,3,official
5350431.02,2019,8,official,8,official
5350431.02,2020,268,official,9,official
5350431.02,2021,7,official,5,official
5350431.02,2022,14,official,264,official
5350431.02,2023,16,official,,
5350431.02,2024,8,official,,
5350440.00,2018,58,official,56,official
5350440.00,2019,145,official,48,official
5350440.00,2020,4,official,112,official
5350440.00,2021,22,official,33,official
5350440.00,2022,28,official,22,official
5350440.00,2023,23,official,,
5350440.00,2024,79,official,,
5350441.02,2018,7,official,0,official
5350441.02,2019,12,official,13,official
5350441.02,2020,6,official,3,official
5350441.02,2021,5,official,9,official
5350441.02,2022,2,official,3,official
5350441.02,2023,2,official,,
5350441.02,2024,58,official,,
5350441.03,2018,4,official,1,official
5350441.03,2019,2,official,5,official
5350441.03,2020,27,official,0,official
5350441.03,2021,1,official,17,official
5350441.03,2022,46,official,14,official
5350441.03,2023,26,official,,
5350441.03,2024,12,official,,
5350441.04,2018,57,official,6,official
5350441.04,2019,26,official,52,official
5350441.04,2020,40,official,28,official
5350441.04,2021,89,official,68,official
5350441.04,2022,22,official,80,official
5350441.04,2023,1,official,,
5350441.04,2024,1,official,,
5350442.02,2018,1,official,0,official
5350442.02,2019,0,official,127,official
5350442.02,2020,0,official,0,official
5350442.02,2021,2,official,0,official
5350442.02,2022,2,official,1,official
5350442.02,2023,0,official,,
5350442.02,2024,1,official,,
5350442.03,2018,0,official,1,official
5350442.03,2019,14,official,0,official
5350442.03,2020,0,official,3,official
5350442.03,2021,1,official,0,official
5350442.03,2022,0,official,0,official
5350442.03,2023,1,official,,
5350442.03,2024,0,official,,
5350442.04,2018,2,official,0,official
5350442.04,2019,3,official,2,official
5350442.04,2020,0,official,4,official
5350442.04,2021,0,official,0,official
5350442.04,2022,2,official,1,official
5350442.04,2023,1,official,,
5350442.04,2024,3,official,,
5350442.05,2018,0,official,0,official
5350442.05,2019,0,official,0,official
5350442.05,2020,7,official,0,official
5350442.05,2021,0,official,0,official
5350442.05,2022,0,official,0,official
5350442.05,2023,0,official,,
5350442.05,2024,0,official,,
5350442.06,2018,22,official,396,official
5350442.06,2019,110,official,179,official
5350442.06,2020,32,official,2,official
5350442.06,2021,76,official,151,official
5350442.06,2022,140,official,65,official
5350442.06,2023,178,official,,
5350442.06,2024,1,official,,
5350450.02,2018,1,official,3,official
5350450.02,2019,2,official,0,official
5350450.02,2020,0,official,2,official
